x,y,z
984,14,751
410,974,618
23,27,8
699,522,273
621,547,714
72,229,308
458,188,232
275,503,1
286,84,886
318,855,725
137,222,546
878,803,72
731,342,522
324,951,673
782,876,698
65,108,718
155,465,229
609,462,703
974,471,666
802,611,903
287,830,246
276,84,942
234,194,6
357,983,236
276,693,913
305,430,180
36,980,934
480,560,867
365,663,193
823,445,30
539,63,236
926,104,624
681,355,110
372,439,958
616,523,435
703,198,541
133,356,295
188,563,672
566,778,490
810,321,191
877,19,777
428,540,983
132,690,851
951,44,979
210,757,995
262,231,275
743,279,747
681,952,307
273,58,256
924,934,59
506,887,331
711,644,545
199,837,494
150,243,712
412,250,652
69,354,155
597,66,177
433,248,305
101,928,265
61,892,144
285,440,668
471,769,428
254,394,444
638,937,376
158,579,465
635,326,901
30,65,896
4,989,88
550,763,516
773,934,233
509,820,380
83,464,618
750,448,404
318,561,849
937,46,536
636,588,762
663,442,866
987,466,384
377,526,479
291,330,274
158,56,649
680,578,396
117,337,148
794,921,603
477,160,893
92,659,974
78,718,323
996,769,585
805,364,512
191,729,323
842,399,270
489,548,251
812,315,410
934,736,535
100,611,396
509,113,527
930,106,321
499,386,654
991,718,376
79,281,667
18,409,281
139,372,257
598,99,869
98,115,507
831,327,969
717,541,18
413,934,672
176,292,467
279,69,79
715,910,254
229,879,325
691,663,352
819,17,571
172,356,450
285,642,502
726,649,982
821,630,875
227,276,549
692,127,779
421,245,975
200,24,877
421,59,575
155,229,279
477,756,407
930,182,684
2,447,74
531,289,75
200,68,764
757,481,971
200,642,976
665,915,681
273,485,723
940,843,677
285,542,211
154,798,830
305,193,63
683,733,658
193,375,822
110,440,246
582,896,841
424,859,240
119,606,863
344,121,786
164,376,870
605,748,355
408,371,674
810,36,910
948,847,37
70,552,146
808,900,675
42,914,259
622,292,469
237,194,380
928,528,307
524,276,465
296,51,576
268,781,166
759,369,115
191,713,676
639,877,620
119,470,969
117,494,312
125,381,817
63,835,243
169,564,364
397,572,707
774,314,271
408,862,258
27,665,211
521,513,184
116,278,231
504,173,268
683,733,658
470,396,768
218,39,7
177,995,337
514,381,67
376,482,249
768,256,121
100,40,443
24,877,136
190,642,852
126,109,719
69,215,367
919,23,197
446,745,688
118,692,247
441,497,189
887,127,5
561,82,433
110,487,376
202,93,376
201,310,188
944,752,554
516,769,995
573,638,491
652,515,662
151,40,870
437,539,156
725,647,218
285,541,590
595,476,666
964,402,973
610,375,922
211,467,775
740,799,193
303,577,501
767,727,356
500,692,449
896,67,164
403,326,132
353,96,611
208,555,85
399,710,135
528,835,14
149,704,819
893,896,583
973,38,407
930,424,348
450,913,755
157,875,742
389,754,7
150,970,206
971,259,536
213,632,503
876,557,76
464,10,459
168,942,172
349,728,361
297,39,184
716,124,669
9,972,153
315,901,837
511,880,150
184,212,173
114,639,182
741,99,536
949,487,900
996,271,715
726,191,467
68,526,270
946,362,115
949,525,715
79,888,492
224,107,145
987,123,156
738,967,369
366,674,309
890,867,598
684,331,117
457,992,571
22,150,770
461,489,327
201,825,447
432,458,762
668,178,713
253,912,90
916,994,233
71,206,158
127,990,139
125,293,747
734,654,111
491,650,10
29,917,28
422,853,949
878,375,60
272,652,326
249,653,257
804,467,525
821,753,938
735,899,862
276,335,92
557,929,382
469,974,55
717,882,447
942,646,865
618,683,385
359,662,39
846,839,944
550,406,733
815,588,587
708,240,40
758,362,291
328,805,487
57,373,154
922,388,599
789,817,522
634,232,5
966,189,700
865,64,493
381,92,954
86,846,229
279,478,434
767,603,480
85,189,38
961,873,248
691,354,778
934,317,695
590,599,94
63,180,215
707,343,933
984,474,36
26,646,980
793,921,548
62,292,358
533,671,425
920,803,473
670,681,988
792,21,934
862,641,733
622,908,155
300,414,938
862,780,819
680,470,728
233,542,2
531,883,57
379,243,373
714,260,173
406,886,147
787,824,401
135,333,421
658,707,11
751,989,313
780,752,580
811,91,19
739,661,419
773,247,841
226,861,754
855,910,956
258,462,901
265,138,69
430,36,653
375,744,622
489,564,430
247,488,118
220,762,592
281,415,604
431,61,944
963,692,126
84,80,541
758,578,600
267,546,253
457,234,381
415,12,529
10,225,717
515,225,604
529,474,489
470,563,530
880,12,636
175,766,757
420,923,667
75,560,382
631,615,983
835,204,62
138,813,492
218,863,977
625,460,200
967,866,700
492,365,575
56,108,122
626,822,173
707,412,32
524,684,300
793,503,270
442,600,714
500,442,404
327,694,287
793,982,653
925,386,916
488,360,120
393,620,593
304,128,212
596,548,533
273,823,55
86,398,519
95,60,245
932,758,696
184,945,885
553,467,692
447,433,40
218,308,242
553,683,966
761,966,988
804,668,397
704,972,268
19,524,635
165,305,686
146,877,492
803,357,324
7,44,916
580,38,328
269,111,396
683,112,164
732,104,841
155,106,130
938,49,750
326,136,889
220,1,379
61,418,549
915,867,747
747,172,326
641,297,126
39,425,723
753,30,367
138,241,822
457,23,571
44,853,578
792,769,170
207,135,893
92,937,315
474,983,601
328,367,470
723,378,945
15,767,944
614,105,421
6,511,813
458,510,465
137,366,68
272,279,53
2,116,395
850,178,754
920,401,979
848,471,697
172,195,171
89,737,258
133,188,572
668,253,224
601,848,189
216,557,696
994,32,358
357,800,722
232,369,391
322,403,747
67,353,213
554,714,892
862,888,747
919,500,244
703,207,136
973,912,234
75,342,613
594,593,939
337,598,45
206,817,444
642,246,215
86,588,486
996,432,647
77,971,862
759,15,362
81,657,540
597,683,747
43,898,995
940,539,276
765,518,113
816,568,775
820,189,212
809,826,342
390,192,67
608,707,213
240,204,515
561,353,605
843,168,878
492,548,670
837,264,756
176,549,372
415,709,344
951,741,938
640,358,750
367,111,549
211,548,26
200,722,733
499,354,129
496,140,689
552,958,943
808,870,64
54,46,807
836,84,187
85,429,265
522,729,39
93,334,639
859,452,84
764,576,843
447,696,896
682,189,82
252,350,842
933,962,58
79,67,349
552,126,740
882,569,35
907,24,6
444,853,588
132,941,23
217,330,694
301,821,891
792,452,149
466,749,658
811,276,10
350,830,587
721,915,783
580,415,574
652,652,24
900,773,94
515,333,987
920,890,547
503,941,259
379,98,392
560,249,878
575,433,474
382,325,989
82,430,200
180,646,426
774,136,191
853,610,546
796,961,908
355,818,408
459,678,446
893,213,909
613,410,772
117,950,810
449,154,57
263,103,887
730,831,346
639,277,858
408,903,256
242,854,753
108,813,801
104,251,51
447,392,703
673,622,610
227,358,961
657,379,953
980,581,599
366,602,302
339,785,959
571,770,977
902,148,455
384,891,502
328,253,648
863,317,322
326,780,552
319,758,420
648,582,885
293,866,724
278,313,855
817,56,715
448,478,371
78,718,323
812,635,646
923,255,566
734,302,18
38,302,92
219,150,696
487,101,199
632,25,437
834,279,724
704,331,48
860,826,449
884,723,831
886,716,891
404,776,857
985,436,357
354,421,109
249,77,643
12,20,997
617,577,195
504,823,94
922,332,518
972,722,999
861,224,389
351,930,346
141,468,82
345,566,414
128,48,394
614,371,797
638,656,625
464,915,199
389,107,893
898,396,430
873,177,982
660,925,129
765,307,281
422,713,812
999,425,179
595,170,475
486,582,518
35,340,891
431,995,309
656,599,336
288,908,987
135,289,981
826,170,779
310,158,411
770,848,404
783,712,878
659,637,280
182,8,875
587,636,191
390,772,752
121,106,600
199,876,41
80,887,42
292,203,813
602,135,70
561,339,282
515,927,475
588,586,597
847,779,245
920,168,89
991,518,291
844,661,459
547,182,731
493,463,727
549,937,601
223,587,973
620,974,307
361,565,710
504,877,292
373,175,523
994,97,510
734,56,831
797,819,209
732,171,319
560,505,864
606,47,235
343,744,753
749,396,719
201,786,884
860,309,830
932,319,294
925,222,573
613,795,715
115,477,308
229,591,657
502,606,109
885,413,727
782,247,833
319,405,343
841,15,297
254,207,117
609,456,293
35,316,755
947,717,333
934,450,51
211,21,357
138,642,239
192,486,323
739,778,512
297,433,15
627,394,951
621,772,13
433,332,241
407,198,86
359,518,350
541,652,315
704,963,28
203,684,271
574,970,180
244,140,851
874,35,737
890,530,363
394,18,254
185,108,427
761,837,975
851,283,248
574,301,68
594,54,220
14,294,351
661,463,134
969,856,145
428,386,623
220,600,940
910,748,330
176,350,357
628,624,441
228,790,495
466,594,105
43,453,627
88,283,773
34,953,872
827,413,98
909,792,873
410,911,78
404,142,709
60,968,939
545,172,469
106,340,255
621,939,400
110,609,806
533,475,669
413,287,793
739,590,899
647,317,314
774,548,223
631,751,802
572,469,33
290,72,77
521,580,213
28,624,370
619,345,413
551,530,257
103,16,969
75,802,533
985,626,976
950,529,945
289,458,255
89,635,575
417,718,153
732,430,197
661,534,637
241,260,260
345,962,938
272,101,444
504,71,959
939,862,509
569,695,562
112,266,234
513,991,408
594,696,126
618,335,156
618,554,726
461,402,455
301,349,697
344,252,706
932,825,568
100,650,999
908,958,163
315,572,73
876,340,235
988,772,567
532,565,776
461,63,506
750,91,910
91,588,556
12,168,53
340,526,8
887,621,671
399,905,35
560,743,354
235,378,268
198,618,868
577,630,594
170,668,300
636,510,532
371,604,547
211,714,157
127,797,74
212,239,310
882,37,461
478,706,763
108,902,826
95,884,569
947,295,771
985,76,694
906,815,61
971,70,370
753,324,395
266,717,526
178,273,586
775,821,999
600,932,277
776,904,652
997,15,553
950,79,114
490,706,895
126,645,846
266,943,945
867,43,768
192,303,561
878,591,382
435,810,722
971,757,950
121,213,536
607,186,439
783,701,658
378,708,666
848,284,435
271,949,603
498,263,85
478,632,241
175,257,980
167,499,557
937,566,766
450,224,240
172,108,408
536,187,44
48,728,147
636,387,573
586,762,707
729,270,81
282,87,328
779,808,786
747,173,169
468,825,236
679,705,749
487,85,865
176,367,846
787,816,21
499,745,711
828,847,954
768,983,991
796,171,280
897,644,936
246,468,467
664,458,829
213,413,730
223,14,40
109,789,783
214,820,215
546,623,619
207,991,554
123,121,707
907,858,376
321,928,199
59,59,826
368,557,725
251,98,360
195,324,238
140,329,904
5,683,776
85,180,249
649,37,764
407,848,84
792,92,923
280,109,249
195,408,529
874,94,718
401,171,948
717,453,733
332,41,175
210,140,297
68,104,433
561,764,100
968,365,363
365,391,810
338,834,207
659,166,115
416,670,250
112,800,429
775,387,365
494,796,612
356,99,976
164,816,123
293,60,293
206,966,195
494,796,612
341,912,471
864,325,861
770,120,489
823,977,100
611,497,829
380,235,665
883,60,63
841,581,415
868,43,741
547,415,963
625,719,676
533,946,483
960,947,381
854,215,472
197,6,851
251,31,999
704,803,303
287,480,586
132,728,149
719,593,531
422,174,127
163,577,823
739,3,761
591,496,634
737,660,39
215,851,116
977,38,221
647,327,725
389,491,792
59,131,812
183,914,314
927,405,77
165,441,183
50,715,827
332,20,821
822,498,97
734,209,198
332,414,142
910,660,772
12,320,610
730,713,360
513,280,13
85,322,768
224,426,29
579,833,777
466,304,233
732,650,9
936,971,31
488,428,671
868,965,67
71,674,246
481,473,789
117,547,291
328,328,864
571,173,711
42,282,8
518,263,957
899,373,213
661,801,730
700,480,36
955,914,659
959,561,96
739,795,359
738,728,279
515,78,156
519,441,255
973,803,895
693,222,837
375,791,540
490,605,924
984,149,529
508,203,847
920,5,484
52,826,482
443,797,262
250,162,970
272,150,60
621,472,544
276,60,86
120,356,952
90,668,646
389,748,928
603,588,93
785,358,583
655,592,523
889,131,820
129,548,420
533,517,936
846,920,556
103,373,727
930,462,686
63,46,236
911,557,182
330,208,300
876,540,921
212,847,768
191,486,94
77,340,303
788,896,337
66,615,48
425,249,20
574,819,81
965,16,114
872,67,184
975,854,955
979,453,18
338,817,7
350,244,565
520,288,45
243,478,309
131,988,131
408,843,433
719,613,459
102,540,820
474,335,549
736,136,112
531,743,199
880,845,330
751,488,578
223,737,27
300,67,268
391,381,246
788,262,404
700,784,521
633,729,453
532,379,660
961,854,470
525,664,990
508,52,619
511,530,895
297,933,589
744,408,152
249,519,123
983,265,760
265,160,34
810,625,772
111,995,638
509,871,610
754,971,714
163,329,566
969,507,62
769,568,943
425,574,63
828,75,40
563,725,221
908,719,567
694,624,303
226,816,73
308,766,538
888,320,964
386,783,463
713,466,48
344,75,644
278,385,653
632,112,885
706,927,683
919,840,326
283,789,856
504,767,71
492,903,607
539,808,740
110,15,169
778,617,436
904,533,363
412,76,720
645,518,629
954,39,360
324,736,997
456,385,229
729,264,378
272,561,395
921,802,346
693,449,714
148,495,607
885,245,884
550,9,408
118,583,224
48,450,467
15,403,983
269,616,255
486,135,211
484,63,190
32,895,311
817,768,693
640,708,945
810,541,501
462,80,662
304,500,647
642,322,314
612,377,651
96,356,891
359,574,873
398,936,107
688,41,728
350,359,395
403,447,274
497,959,389
765,731,917
777,83,398
584,377,41
954,709,468
333,483,42
466,355,318
820,42,286
946,132,936
873,48,58
745,869,312
175,579,940
581,360,103
351,77,183
348,908,529
685,690,859
98,717,414
576,55,41
993,403,511
539,186,142
616,354,448
196,171,938
644,984,157
83,403,408
169,290,755
585,376,647
615,198,727
113,699,299
845,728,971
608,935,236
74,73,852
378,402,474
398,470,803
406,723,839
799,205,299
327,649,298
543,129,997
208,467,327
529,344,47
986,823,498
9,473,939
130,330,169
579,688,310
739,293,378
662,361,589
798,394,617
827,896,389
250,780,143
857,283,945
775,509,236
760,502,875
64,617,252
474,49,494
718,900,624
888,537,127
890,553,388
326,498,257
708,954,912
481,365,233
19,601,320
135,184,899
882,112,200
47,950,383
294,584,636
323,676,114
187,840,841
513,719,626
281,982,970
273,399,709
773,459,994
548,149,182
381,223,122
708,884,718
879,226,352
165,173,30
767,785,174
736,388,941
33,525,924
605,855,804
161,326,886
636,3,136
643,869,387
336,793,987
720,657,864
794,89,241
466,607,976
473,288,479
955,834,512
809,794,544
892,314,854
696,212,915
340,699,751
863,610,30
477,548,772
816,82,38
543,483,751
306,720,950
256,194,10
424,633,559
714,490,174
646,277,808
632,896,35
431,63,468
556,789,184
15,891,193
261,669,591
520,769,377
732,155,455
58,693,253
884,177,911
796,753,356
530,825,937
565,933,410
229,331,671
324,847,887
629,912,308
76,169,341
430,424,331
19,490,748
907,792,847
865,700,718
890,354,552
66,20,233
10,344,98
363,291,861
791,383,22
373,458,382
564,323,980
341,942,216
930,509,484
324,13,871
703,861,505
350,672,44
771,686,863
517,774,424
275,282,980
757,23,562
561,392,711
861,944,510
201,201,829
45,137,701
215,205,802
850,671,532
489,303,243
143,916,572
241,389,943
29,576,690
679,260,549
111,380,907
491,50,446
438,121,114
666,387,194
440,350,633
628,503,50
781,899,879
740,41,516
929,814,955
589,182,880
693,80,971
699,94,518
828,908,623
630,176,472
467,168,14
749,754,476
334,409,293
44,95,412
441,872,910
316,118,743
49,979,160
61,418,949
897,90,996
57,663,596
624,259,961
980,683,21
29,166,254
52,281,308
283,999,513
658,575,370
574,319,162
779,245,344
421,2,458
973,600,451
808,424,663
954,489,642
476,538,41
277,343,487
331,112,554
393,834,198
651,989,69
369,278,228
60,121,707
677,511,483
993,665,500
200,745,304
452,845,258
290,698,666
882,182,531
658,201,806
791,650,431
83,369,30
508,581,696
715,825,850
21,484,632
221,364,739
437,337,997
94,771,583
776,473,989
926,66,312
567,353,604
345,83,659
844,661,459
555,264,211
739,644,850
900,296,224
396,107,747
749,271,87
936,844,486
755,249,153
113,342,567
162,127,552
148,156,678
124,410,55
137,189,531
147,262,520
712,293,244
538,116,398
899,408,152
498,162,142
152,593,206
200,453,42
631,668,131
419,143,514
225,222,652
557,181,756
223,66,640
765,463,730
895,313,474
626,741,529
47,696,188
246,675,230
913,789,843
870,578,637
343,424,595
857,265,87
356,945,898
667,645,583
414,662,273
346,957,929
317,894,175
239,772,959
391,321,239
244,261,631
538,445,209
731,802,679
911,859,60
352,880,267
262,231,600
531,55,493
668,102,925
63,747,918
879,459,867
248,455,89
933,404,21
608,119,261
644,82,96
992,946,64
33,703,626
754,101,774
161,857,964
619,720,141
851,689,780
47,121,943
858,443,344
388,560,251
372,159,31
93,296,219
693,640,994
427,564,757
737,64,436
112,17,754
751,820,612
859,291,969
888,225,819
970,208,830
894,4,243
72,320,855
622,24,689
563,252,176
291,930,410
376,540,611
374,6,884
575,781,517
676,988,393
855,594,792
569,600,528
392,508,257
928,417,50
651,687,163
315,163,501
945,643,893
831,772,186
606,838,286
392,263,816
770,3,875
425,292,451
302,461,398
10,771,392
689,240,186
279,676,457
917,615,842
339,254,589
334,427,987
40,973,709
111,158,116
64,968,496
321,349,138
291,870,664
151,571,466
421,910,788
574,16,386
305,589,708
243,545,51
656,816,963
432,293,812
89,117,110
533,165,439
844,992,115
516,830,584
937,612,60
60,964,672
361,29,770
71,729,750
176,653,558
583,844,988
206,519,99
114,562,685
803,349,149
256,377,589
470,243,95
549,76,274
677,145,425
126,962,266
895,57,438
371,267,477
731,211,580
124,701,515
120,847,976
212,597,917
169,889,27
853,605,870
494,630,681
210,159,74
834,745,522
971,433,157
790,744,539
565,488,2
192,548,169
819,443,699
670,262,279
420,998,626
279,683,734
588,342,257
263,817,798
414,961,468
235,371,992
657,374,289
989,428,199
788,555,900
825,139,848
358,814,897
7,719,488
640,512,536
875,824,55
136,102,286
687,32,187
386,783,463
66,17,743
567,831,896
548,466,289
160,76,919
937,510,474
897,399,713
271,969,133
994,407,465
564,207,664
216,767,106
906,604,387
302,352,282
302,809,20
83,330,303
489,962,597
297,207,494
388,14,359
822,14,139
133,270,376
908,311,848
308,893,92
71,496,107
707,888,527
731,600,822
615,306,463
352,86,796
326,981,592
653,426,333
63,156,476
146,997,512
971,554,250
653,963,403
83,165,516
266,295,510
396,882,103
149,61,843
818,646,881
159,668,897
407,912,519
785,693,831
227,654,963
435,28,133
134,461,496
580,816,522
465,949,692
246,454,463
902,419,468
226,706,207
27,978,671
367,747,68
380,939,133
239,505,795
999,895,776
195,518,634
195,181,355
232,264,317
522,190,798
752,928,384
386,570,54
601,552,753
444,449,109
427,694,845
438,221,817
176,595,271
328,539,186
699,89,85
231,419,844
957,204,738
405,337,929
214,18,7
880,682,143
996,245,296
534,120,709
166,113,280
914,216,333
279,199,534
187,878,221
865,178,689
973,335,50
579,259,16
835,428,839
686,89,807
72,848,967
326,792,912
619,695,450
2,909,286
535,655,976
257,491,872
363,885,257
203,936,526
802,175,619
781,623,929
882,2,551
393,781,144
262,524,175
315,612,29
964,531,82
979,612,782
91,867,773
390,553,968
986,950,994
714,961,922
263,611,951
266,181,251
478,562,328
556,6,641
425,277,819
90,741,28
918,993,176
105,328,92
530,820,784
512,480,648
139,28,854
95,358,473
812,746,12
191,897,517
663,473,325
544,148,315
776,476,345
745,419,628
675,789,543
499,694,202
391,318,159
668,394,450
858,302,646
234,273,397
105,968,140
769,279,968
783,302,274
879,385,908
51,83,380
129,700,902
661,309,332
606,961,759
171,880,997
779,294,580
48,25,740
886,292,235
483,562,587
217,436,225
94,404,286
252,188,49
622,840,962
414,217,292
767,623,361
855,973,218
565,654,19
658,549,104
917,400,707
728,169,245
295,174,27
890,183,116
515,753,451
481,218,370
976,472,987
611,441,41
415,403,31
720,420,70
829,528,457
994,166,783
490,323,302
201,507,542
889,598,205
560,696,298
11,561,101
709,959,110
2,602,245
811,377,831
302,284,70
72,783,685
267,997,891
485,180,400
40,782,842
430,135,791
518,950,222
11,543,499
623,69,239
984,970,328
97,56,333
229,331,671
732,358,83
951,257,321
110,445,943
220,806,374
279,33,933
794,139,719
118,662,370
903,542,862
267,198,447
302,938,39
120,829,837
944,327,616
449,414,365
565,280,325
331,597,729
393,434,513
603,567,652
701,878,702
608,327,683
943,597,836
257,682,222
973,272,959
955,434,943
489,39,794
49,478,793
777,110,316
454,571,543
642,764,790
343,312,696
897,364,38
565,602,233
919,840,326
162,127,552
417,407,697
793,421,601
344,90,168
799,512,114
57,717,324
845,50,169
542,994,768
267,773,506
357,679,491
519,957,963
362,571,438
592,488,192
267,855,671
723,586,625
314,743,866
705,478,641
552,981,550
350,839,165
338,240,388
602,752,794
825,14,922
587,898,952
932,549,81
251,63,581
886,868,654
438,369,858
254,603,287
730,361,295
315,320,183
257,44,324
413,145,320
54,68,77
819,528,147
42,339,564
974,261,936
916,691,924
298,838,946
161,361,58
356,200,29
357,416,230
851,390,16
393,895,23
353,836,843
758,467,626
256,27,114
434,150,223
321,380,823
634,382,635
822,662,134
200,859,898
214,178,60
839,144,581
795,907,815
329,758,861
361,998,901
920,508,158
630,500,840
227,882,802
429,798,330
629,426,661
536,907,680
664,610,467
703,555,633
932,857,755
675,878,187
50,672,885
375,789,926
131,160,287
397,810,629
878,212,360
801,84,228
10,335,853
783,451,810
371,719,234
426,137,868
936,187,27
888,612,867
710,476,389
894,810,705
161,266,307
187,766,707
253,793,86
806,614,922
803,349,149
283,900,862
12,865,305
600,461,702
391,549,844
470,335,366
22,13,377
395,394,872
151,448,26
38,577,699
394,417,72
567,795,133
402,795,895
867,410,752
87,63,702
608,527,1
6,406,903
719,248,348
750,912,201
251,105,942
437,317,706
113,120,450
756,652,528
410,799,991
54,949,77
199,768,387
6,990,654
427,663,210
277,120,121
45,271,685
145,754,720
760,502,875
830,703,722
241,519,394
677,148,100
60,606,217
988,41,200
235,433,738
290,249,261
909,512,122
542,328,854
206,411,461
698,86,153
350,617,297
78,435,626
406,828,478
104,46,899
709,872,943
755,92,760
311,881,254
368,330,853
209,284,165
323,416,853
587,183,200
729,418,896
359,374,953
125,879,932
699,599,869
555,189,857
223,447,722
247,7,635
618,901,226
73,460,947
855,18,374
459,652,181
323,751,588
329,938,503
105,725,904
526,785,426
895,355,544
93,219,675
463,113,482
108,867,315
431,110,489
2,596,283
494,815,213
854,817,877
700,627,865
786,950,385
62,544,920
8,247,671
131,133,477
510,753,376
580,312,717
974,761,108
501,170,842
956,861,993
501,487,255
462,996,111
226,982,330
767,280,652
517,645,833
246,745,964
668,178,520
855,421,411
153,473,654
579,941,69
206,300,666
551,688,199
395,129,71
11,105,420
266,512,701
209,879,848
466,782,58
53,101,318
179,114,280
856,942,492
904,598,7
412,277,622
850,447,745
377,373,992
286,708,973
969,302,39
481,543,146
40,347,897
850,614,72
198,739,553
857,489,561
390,397,769
69,87,763
421,824,509
221,821,368
71,273,458
396,812,67
946,139,56
378,545,807
64,80,63
740,111,987
50,708,206
583,328,832
656,201,443
898,120,127
593,434,377
380,612,561
723,929,871
844,751,303
522,579,311
461,398,734
544,998,38
30,810,797
330,266,888
247,783,52
338,309,638
965,923,379
455,75,751
182,845,470
236,980,265
730,856,407
72,83,961
265,676,335
297,895,544
43,810,801
589,415,182
648,775,830
529,496,703
901,443,561
34,939,717
883,297,137
783,295,599
60,141,97
33,694,260
475,921,447
56,709,262
995,413,285
814,135,292
367,217,85
748,830,487
181,441,9
642,652,30
870,265,947
987,683,673
322,33,986
705,528,847
572,136,893
649,526,22
513,591,803
673,148,245
282,35,471
107,724,498
364,281,203
991,244,995
716,947,271
732,554,264
578,15,250
112,264,907
408,316,609
355,434,280
966,360,335
514,269,407
861,909,183
763,145,57
255,130,452
769,989,620
249,926,746
934,34,723
491,665,413
368,14,618
724,35,699
438,313,128
177,787,930
276,493,140
271,539,56
347,152,131
785,791,86
317,569,876
33,457,256
235,423,505
876,362,647
131,376,293
587,433,748
990,272,956
102,981,185
935,802,866
697,928,554
505,592,158
529,99,58
713,958,995
376,560,771
887,16,443
582,958,66
445,374,326
857,330,71
701,886,523
799,381,261
345,225,253
621,158,756
31,371,362
397,886,902
10,754,401
7,946,137
941,61,81
755,702,506
312,135,640
778,114,148
502,877,622
510,480,678
509,126,889
170,200,123
852,355,186
468,400,955
398,691,707
683,300,432
607,948,623
437,756,902
227,80,254
149,991,172
665,85,29
304,182,625
535,14,226
609,194,224
22,301,499
237,501,751
293,456,195
701,675,578
271,495,93
957,641,61
67,669,383
648,687,722
638,142,828
489,495,648
749,21,999
388,14,359
770,963,932
384,413,553
483,946,100
830,527,492
598,392,133
78,192,368
559,327,207
601,194,166
335,276,244
590,760,613
972,352,721
333,96,775
217,482,93
650,32,381
236,748,503
427,423,817
82,156,890
107,761,6
389,961,785
779,779,893
836,589,735
970,705,383
378,927,571
747,710,305
869,993,114
881,875,692
129,749,490
843,885,537
298,642,481
314,359,710
574,371,301
906,850,359
980,734,469
855,44,350
608,17,996
680,90,497
878,283,771
541,202,940
306,359,857
451,584,20
896,431,702
882,932,560
408,419,723
592,704,268
520,463,922
39,950,909
377,656,314
620,796,483
831,305,711
128,587,542
977,588,453
83,19,850
658,71,136
547,713,165
822,943,264
11,947,726
518,586,754
610,747,796
560,951,721
422,353,108
342,706,701
765,307,835
387,15,961
966,779,597
657,91,590
180,547,489
589,449,624
820,695,439
445,681,175
283,593,218
34,848,6
831,427,944
764,19,377
71,713,989
558,176,821
925,373,888
350,811,961
86,603,858
227,276,549
233,798,422
492,917,27
661,266,617
487,816,23
257,841,377
61,907,597
628,582,230
170,108,161
930,322,421
219,560,536
414,312,118
846,824,84
258,198,465
453,61,234
287,945,213
189,836,181
258,712,277
274,213,524
120,303,182
660,999,579
146,108,706
3,739,172
769,177,278
569,40,654
714,925,783
22,326,64
411,129,822
292,778,231
226,865,216
488,428,444
923,393,71
136,551,974
39,429,290
929,997,94
819,807,290
190,706,874
302,759,626
257,478,87
468,825,236
550,144,388
814,129,536
696,638,585
869,488,890
463,662,140
235,515,448
999,328,658
754,86,53
679,622,538
707,288,718
565,722,924
293,944,527
187,125,878
886,893,469
847,162,231
271,502,993
501,951,950
36,698,314
382,644,217
4,148,367
688,27,946
93,602,627
940,962,646
12,627,707
554,617,113
531,463,96
314,969,495
820,689,602
817,64,649
758,108,733
617,324,550
804,147,919
243,262,374
725,883,712
632,526,141
130,24,320
268,590,990
159,415,154
909,755,118
410,881,377
891,157,489
849,887,687
440,816,773
862,847,449
631,67,757
910,598,49
303,245,210
356,837,710
974,204,638
613,909,679
997,789,30
419,796,362
476,996,321
858,315,463
352,481,695
770,808,420
106,629,402
827,784,245
100,413,176
142,107,412
119,445,339
114,61,8
804,162,626
927,525,173
85,893,5
318,669,346
567,430,359
68,999,907
88,547,904
973,936,574
703,684,979
623,294,341
498,607,133
458,55,322
623,403,663
601,877,305
777,863,331
671,981,95
306,350,335
99,230,231
427,401,645
334,656,855
450,827,915
945,519,566
812,754,206
435,829,57
178,333,240
240,134,84
349,841,460
575,457,780
680,105,356
391,907,374
564,481,300
527,945,591
489,458,694
609,563,616
736,560,768
197,344,902
811,120,755
379,541,525
132,92,348
21,19,487
556,677,243
901,159,492
904,46,496
466,355,318
472,378,869
312,566,552
365,426,287
332,915,52
580,392,122
424,500,688
994,900,906
263,728,978
886,86,822
301,749,633
650,416,216
833,134,133
177,429,282
239,91,929
989,605,39
694,985,988
952,811,265
459,94,977
564,119,30
194,963,702
486,758,416
437,135,802
154,666,855
269,673,990
834,540,108
479,541,857
685,263,837
825,304,832
895,79,334
852,849,216
259,232,433
549,597,633
820,202,526
420,543,898
472,816,985
811,189,762
712,385,707
446,825,327
410,169,762
452,265,866
889,733,651
923,155,35
197,747,514
939,384,659
518,725,849
497,964,31
60,848,405
201,833,686
717,690,563
983,351,121
866,410,860
457,270,779
757,485,898
30,19,887
542,696,428
750,727,785
68,62,651
848,620,803
8,432,54
302,99,353
107,662,418
507,889,98
22,245,230
383,643,506
138,285,40
622,406,207
505,986,961
145,353,848
386,787,923
566,64,824
121,145,903
493,100,196
846,983,673
483,337,386
897,945,421
920,102,242
121,689,474
628,621,883
953,282,753
342,600,876
770,97,345
746,908,29
402,721,126
527,287,844
464,56,317
2,146,420
952,766,16
490,922,402
793,239,998
379,501,735
921,312,931
308,519,33
451,777,707
944,466,246
656,885,134
333,533,388
516,979,438
558,585,926
682,407,634
578,192,761
231,896,819
475,778,526
30,955,832
644,205,453
88,106,616
38,468,683
840,104,939
214,768,145
531,743,199
108,725,355
178,240,733
54,704,70
232,782,841
923,724,163
882,433,584
429,936,434
573,960,648
612,28,540
493,610,399
274,288,4
724,905,899
156,997,846
779,395,281
595,700,858
783,466,565
112,501,96
650,986,267
598,426,806
416,409,576
427,363,937
474,705,93
21,923,449
971,297,596
499,744,787
