x,y,z
949,987,355
480,962,132
696,227,956
584,367,243
884,829,358
656,657,193
249,102,448
789,622,592
464,102,856
684,91,152
503,605,529
611,970,269
962,609,809
359,415,98
114,477,187
453,296,189
850,802,621
574,978,492
13,511,344
696,617,981
867,560,985
121,188,131
542,375,822
859,291,969
598,686,559
517,710,263
593,696,49
803,427,744
313,609,985
565,668,837
899,732,818
87,515,328
221,181,797
74,46,618
727,222,772
121,515,713
486,678,947
837,628,13
208,773,269
876,369,488
326,770,409
783,52,586
951,44,552
672,921,224
334,260,654
373,691,797
320,340,625
167,838,267
416,871,428
114,97,210
965,483,565
339,311,466
360,831,1
893,514,3
913,973,856
187,459,972
577,686,260
939,97,514
814,794,157
115,469,484
242,49,240
676,585,928
178,563,147
926,826,375
140,615,721
941,827,404
270,755,900
902,745,683
162,301,810
741,949,335
472,400,667
615,337,360
663,965,557
858,152,792
346,178,733
393,652,532
599,770,223
264,36,984
328,994,583
676,19,171
63,120,757
3,506,702
23,562,807
619,128,378
513,262,112
138,687,98
239,70,771
712,697,975
934,608,404
536,897,406
646,201,276
382,180,313
761,172,264
510,607,279
598,280,655
471,382,486
405,14,94
395,483,452
353,741,751
925,912,783
897,268,164
284,564,96
627,867,596
539,589,898
943,358,578
876,369,488
19,610,456
113,593,735
71,532,288
503,189,536
600,287,741
178,561,807
683,27,106
789,670,894
627,710,473
625,421,849
15,767,944
160,776,43
298,790,435
818,54,100
995,142,68
691,948,730
199,813,171
716,228,753
431,413,344
56,33,922
880,720,13
606,118,978
732,815,17
203,108,760
127,975,218
952,219,980
787,875,83
226,43,880
382,544,165
6,805,132
352,780,618
216,130,444
470,136,607
386,386,272
996,73,977
965,925,959
839,677,426
45,123,777
850,164,20
996,287,758
434,981,149
787,181,311
115,204,115
994,111,637
761,172,264
535,830,238
920,871,446
427,170,188
785,240,50
769,731,544
484,254,577
937,950,991
283,412,797
391,832,722
297,355,123
887,566,10
359,574,935
638,675,411
472,87,422
891,893,79
71,204,776
127,548,855
981,804,219
310,252,461
703,589,606
673,914,941
591,277,482
51,531,618
947,774,498
163,679,399
387,136,492
877,176,474
840,359,850
683,375,735
649,588,224
34,25,736
907,701,622
621,835,497
820,85,810
822,885,664
999,492,338
872,706,664
92,154,868
856,596,678
513,940,66
209,944,434
938,255,484
697,519,614
960,976,798
939,776,360
179,199,663
628,835,295
535,975,854
171,365,536
34,621,316
873,822,674
340,964,346
295,638,153
571,859,719
404,482,734
211,207,235
609,334,412
515,959,801
217,154,673
131,694,556
765,208,883
938,527,672
815,966,813
101,217,281
862,165,842
34,54,574
593,942,708
222,276,287
341,596,591
607,292,474
709,321,233
820,219,31
665,579,750
190,192,422
550,929,94
496,962,507
375,105,323
182,679,536
592,36,334
660,530,278
780,708,998
236,322,954
287,55,965
482,377,131
374,348,179
599,169,285
868,521,176
770,423,646
873,177,982
659,192,362
51,555,998
225,281,334
666,123,117
74,909,743
874,814,258
592,649,693
73,327,975
166,254,566
822,482,571
782,86,201
674,769,391
549,783,951
884,15,539
877,31,998
340,101,881
731,242,164
561,645,886
338,631,251
364,268,74
809,453,210
828,47,568
872,822,959
490,856,270
221,27,842
691,568,802
516,145,448
566,911,528
448,752,743
805,963,885
605,60,723
643,230,624
193,344,830
28,488,418
365,28,567
640,707,207
903,498,268
827,619,998
439,571,522
30,964,574
888,310,529
993,33,691
51,900,377
601,117,815
304,743,565
852,464,272
96,313,83
628,300,798
524,998,214
515,143,59
618,552,248
533,42,642
791,568,346
832,617,715
738,797,599
111,700,819
762,695,248
497,469,146
128,590,56
310,922,561
481,608,298
415,802,645
348,830,304
538,922,77
8,939,313
158,900,213
447,892,23
760,855,962
939,860,479
793,987,369
289,924,175
832,651,297
667,177,516
605,428,939
51,80,719
463,81,942
347,924,233
58,137,470
818,475,893
700,653,881
576,572,334
500,570,432
771,566,953
594,261,247
432,914,418
838,864,793
545,139,81
664,569,384
110,804,707
995,997,253
453,197,603
234,194,6
796,205,638
165,937,453
352,470,659
703,263,517
715,255,961
846,8,170
616,44,122
389,88,441
298,399,824
840,653,695
741,545,682
339,761,766
727,292,906
14,167,234
194,37,934
903,354,611
934,491,924
657,595,624
866,461,973
191,278,554
7,180,247
94,176,289
858,802,378
136,680,67
49,1,468
18,374,606
545,296,391
679,913,848
959,11,280
808,246,800
7,78,727
201,174,335
189,781,349
894,521,125
641,633,902
746,606,501
213,624,662
152,280,471
655,817,251
660,260,754
990,800,337
472,207,637
912,924,489
310,982,5
477,26,421
673,136,76
939,132,538
861,745,108
466,16,629
251,921,581
722,862,149
738,645,736
189,911,612
83,912,855
822,696,557
808,840,754
357,179,555
475,774,635
341,977,644
866,480,616
761,411,530
389,246,870
588,928,351
395,530,808
252,505,415
576,299,9
160,932,528
578,672,39
889,979,216
837,792,195
933,896,710
102,152,716
152,750,550
404,911,760
132,27,388
516,188,303
442,936,109
606,768,782
384,2,320
966,356,749
681,327,629
306,872,345
179,422,724
803,784,783
53,478,411
297,444,813
689,713,901
611,452,25
487,886,742
940,680,849
197,687,715
805,218,750
284,71,956
224,960,854
85,545,613
56,937,674
240,325,392
20,345,403
336,665,541
123,248,71
907,910,955
553,876,938
793,174,895
445,539,866
724,614,925
998,657,707
18,432,417
490,571,200
951,23,161
54,861,252
209,414,362
174,925,944
938,162,679
283,480,249
319,169,437
328,298,298
154,507,179
508,629,101
94,66,318
488,774,42
935,193,761
918,880,880
364,709,521
170,365,470
953,182,618
960,118,280
365,153,85
677,877,599
945,959,324
966,254,403
855,663,621
663,621,114
154,155,904
776,481,591
275,77,417
360,320,634
453,569,934
927,551,503
492,176,969
156,299,520
272,338,381
576,773,867
54,42,814
494,172,843
174,955,6
596,737,296
921,691,366
522,910,693
979,707,761
969,175,764
440,123,212
575,686,791
209,408,39
764,193,326
256,166,363
613,652,600
560,358,159
95,116,685
621,617,542
799,140,564
662,893,877
242,362,622
958,307,355
809,306,185
463,52,135
578,355,395
838,313,722
508,792,839
109,410,373
295,587,478
721,916,814
788,657,249
454,724,735
821,771,994
511,201,869
157,482,171
696,140,938
791,906,843
502,912,527
185,759,89
456,327,684
347,254,219
299,336,188
643,870,834
15,272,990
394,906,682
720,712,956
592,333,827
818,475,893
685,98,704
893,337,507
817,475,121
165,656,150
627,654,545
392,14,712
23,204,201
800,230,772
849,665,140
392,600,469
295,212,144
797,411,137
943,498,185
767,727,356
284,713,525
119,362,471
616,243,52
592,908,729
3,738,985
38,799,895
684,113,840
378,822,964
971,519,726
441,944,342
348,395,755
203,593,663
83,122,314
441,204,848
922,206,149
974,390,843
543,319,43
43,516,646
328,994,583
108,573,203
905,447,894
435,755,461
510,876,957
741,146,189
768,381,360
928,734,760
619,707,852
523,110,32
367,642,599
290,334,252
200,203,437
864,569,227
801,99,503
499,266,709
410,12,993
358,410,918
92,220,737
657,545,219
276,515,652
699,663,145
871,785,428
335,261,936
327,779,529
49,407,291
144,420,116
642,608,814
743,120,921
125,600,126
253,270,454
376,683,249
262,958,285
455,286,975
942,824,368
829,555,498
134,934,457
237,666,930
969,186,700
317,161,278
730,830,951
643,260,85
273,70,762
751,277,864
236,66,719
910,469,117
490,229,967
60,685,911
595,180,433
303,202,452
169,187,667
744,115,294
503,70,73
619,456,756
249,593,706
71,972,59
482,629,494
741,849,808
815,189,23
498,204,53
443,927,932
662,458,854
23,680,411
584,712,520
994,25,27
139,325,900
989,649,829
326,315,648
718,274,842
160,148,49
142,909,73
362,384,790
109,339,54
324,316,904
539,391,762
331,274,729
122,428,371
853,948,773
449,584,919
207,207,51
282,311,994
255,309,213
861,249,685
852,728,457
297,668,517
493,480,189
604,444,344
302,400,736
527,176,563
975,283,362
229,708,446
902,486,569
320,681,327
427,152,489
145,10,300
8,958,354
201,378,757
527,5,276
225,373,177
352,567,960
350,336,650
721,418,771
9,978,829
184,725,151
828,736,431
504,510,953
564,989,144
157,541,251
586,466,961
676,317,721
741,33,219
917,545,287
50,715,827
873,561,426
642,567,259
858,964,639
528,358,789
852,657,199
970,707,844
553,453,619
464,317,908
800,386,69
64,308,190
708,885,82
516,662,178
863,778,768
43,755,549
421,76,50
688,138,951
795,373,754
933,885,693
144,826,558
420,95,351
990,745,420
474,268,260
69,336,282
12,366,723
125,445,216
55,9,958
226,660,497
649,512,517
993,245,437
483,795,609
304,464,226
822,241,726
770,787,468
500,988,857
597,284,796
897,294,552
371,854,441
761,571,567
391,793,967
803,221,772
437,271,846
902,545,947
604,97,763
437,431,996
560,588,272
982,935,53
378,503,211
353,543,803
314,14,61
680,18,213
91,992,357
419,920,620
562,514,157
393,309,69
649,520,745
953,83,18
334,444,907
925,885,564
466,239,544
117,908,469
172,356,450
505,544,223
137,913,578
262,958,285
10,227,857
593,587,932
351,449,446
3,763,22
118,302,715
119,512,44
350,418,933
230,403,834
882,896,101
957,317,886
291,962,477
450,104,132
413,172,763
958,106,539
88,36,518
276,292,958
775,274,599
954,657,746
321,787,902
119,411,818
377,836,178
322,65,155
204,484,795
127,841,916
270,815,663
181,464,379
965,728,877
849,789,818
826,386,795
814,844,223
844,395,74
226,505,583
738,540,901
282,387,662
629,538,960
627,196,700
227,452,567
575,225,963
758,88,241
459,381,520
71,384,784
698,999,597
732,569,420
260,30,992
436,682,88
395,808,27
221,16,50
455,380,120
898,711,72
56,347,687
998,224,708
881,632,268
723,629,826
276,584,155
538,789,33
169,565,97
95,308,254
158,521,40
200,283,38
41,373,811
726,351,900
100,428,679
611,55,496
693,577,199
754,458,852
155,898,924
933,98,25
339,476,787
190,955,845
950,268,103
688,686,26
270,25,566
894,606,201
971,987,103
151,659,357
964,381,9
189,872,284
79,104,588
531,318,940
136,708,288
391,845,507
626,64,943
663,167,69
126,312,480
750,654,885
480,320,199
857,824,642
433,278,62
379,399,740
517,446,558
945,93,301
590,635,752
375,164,586
783,254,429
774,966,185
665,921,879
767,707,635
582,86,373
593,26,913
871,762,69
597,796,873
250,272,391
977,21,301
925,761,639
661,295,41
919,708,613
206,923,427
613,652,259
828,375,580
593,404,194
988,993,897
451,795,191
641,859,418
493,587,331
811,607,753
789,325,883
616,574,527
587,209,373
757,778,181
463,520,724
720,245,310
131,828,19
240,441,650
886,444,114
721,583,170
165,356,916
400,561,227
172,814,360
894,964,453
318,622,796
529,217,29
509,595,20
416,750,841
384,825,734
164,584,602
168,490,413
642,619,779
223,58,580
113,982,244
838,697,287
326,879,351
265,791,287
377,683,659
874,967,583
982,829,693
929,997,94
329,986,212
51,420,193
169,711,158
321,384,567
153,926,527
594,559,427
51,644,769
773,242,432
506,396,983
971,794,696
802,163,57
877,778,940
70,174,485
302,212,436
888,989,590
879,902,961
304,818,226
208,757,964
201,392,65
601,770,512
221,821,133
399,244,879
969,360,678
299,297,982
685,220,482
506,298,37
708,305,253
235,743,377
146,483,729
211,256,927
967,484,821
463,81,942
296,365,240
1,173,895
56,805,231
42,678,139
85,309,681
76,195,996
898,681,271
118,763,413
473,239,839
41,631,985
792,899,217
560,880,538
716,137,826
120,611,994
239,827,381
174,537,308
684,944,70
685,904,366
71,325,377
641,358,90
802,169,293
711,669,148
596,448,98
906,457,791
557,706,468
346,250,832
232,231,419
9,817,308
478,461,506
593,939,678
758,518,773
631,586,238
515,534,677
991,623,853
444,630,597
423,70,730
369,178,220
213,464,703
79,828,158
394,626,3
381,843,365
552,207,806
486,795,323
18,44,111
877,797,127
20,147,744
115,294,912
264,840,311
742,723,805
6,665,848
320,326,419
513,593,462
552,824,263
628,571,560
239,679,966
747,933,160
39,9,833
873,20,729
779,947,959
970,675,714
283,286,985
975,451,424
361,558,982
637,774,641
258,869,31
616,452,518
786,766,96
860,971,344
582,879,11
269,554,633
718,876,615
383,577,240
892,399,693
755,157,593
317,964,775
231,475,178
806,813,233
278,153,236
686,715,752
341,675,507
224,352,899
170,155,809
773,173,386
622,493,904
870,731,592
738,728,279
201,230,153
45,520,334
224,195,891
873,177,982
142,502,225
116,655,353
522,960,485
212,186,329
556,872,27
681,231,816
13,321,700
911,462,965
911,240,404
460,760,189
427,196,697
769,134,140
348,917,814
961,587,90
406,429,41
630,972,570
234,991,366
723,157,672
899,652,157
314,738,533
302,618,246
428,538,651
997,140,138
214,180,100
450,427,422
313,380,776
159,234,44
663,738,214
447,45,908
112,87,161
761,681,484
103,135,51
292,318,901
39,376,854
771,419,631
940,734,649
895,651,859
713,374,359
565,53,243
882,439,209
425,442,216
632,828,747
991,454,399
138,378,551
202,38,361
577,843,617
995,848,971
1,851,711
443,934,474
192,888,218
729,314,996
342,33,562
840,14,644
193,800,452
971,658,422
425,82,880
565,454,631
333,560,711
969,956,530
888,543,472
321,557,628
337,912,155
331,388,3
113,199,686
981,955,466
239,979,987
338,835,865
898,247,314
163,722,755
575,44,769
475,896,18
67,517,994
487,231,117
401,379,484
76,46,905
84,188,809
97,469,424
475,742,917
876,615,979
94,926,647
690,99,147
251,150,994
7,842,940
739,924,300
241,655,940
132,429,905
15,375,394
196,790,180
245,334,490
317,217,561
5,852,360
476,91,601
952,455,661
57,83,940
847,519,873
237,625,438
40,646,620
66,654,524
818,689,868
44,862,239
273,824,412
716,721,192
581,739,598
373,60,481
645,403,484
36,296,643
9,638,849
9,203,190
36,87,199
927,467,200
32,811,970
534,776,386
918,951,537
927,827,874
943,101,545
34,252,537
885,908,4
956,702,193
72,821,424
861,649,775
464,165,417
664,767,290
698,83,880
777,569,119
774,548,223
563,939,509
167,217,285
270,558,657
876,259,103
97,90,926
255,545,28
707,859,348
3,764,824
884,468,827
74,158,444
631,723,195
397,409,670
471,769,428
420,941,724
369,310,940
926,66,312
84,220,879
702,880,982
508,131,330
544,407,266
421,239,757
899,178,940
24,333,762
436,112,799
613,810,649
123,421,133
838,516,946
283,537,579
723,440,590
754,757,392
898,303,997
214,49,900
735,821,282
853,392,29
600,298,891
713,390,973
729,533,43
865,505,107
172,890,185
402,627,725
446,481,760
401,741,670
679,983,401
181,114,875
208,128,411
344,187,556
649,823,139
807,509,158
133,492,203
819,807,290
689,784,86
419,14,43
249,969,479
366,206,261
753,72,727
109,594,686
875,148,165
332,77,677
978,221,689
966,295,824
720,334,680
591,290,447
588,293,815
163,19,781
626,738,600
347,81,91
890,150,561
793,846,612
371,699,333
675,162,254
253,254,150
589,641,955
490,337,181
622,527,240
290,241,980
190,778,6
948,66,370
208,476,104
753,613,434
442,28,980
671,875,277
161,180,230
329,427,652
62,928,836
31,924,776
523,423,954
981,946,186
398,755,878
856,797,705
935,517,542
721,11,246
704,888,934
512,47,678
801,487,376
306,351,398
243,453,204
879,650,852
418,864,761
311,939,63
57,113,747
520,155,568
383,847,372
580,624,68
312,753,345
359,6,417
674,978,201
833,912,552
889,525,968
66,762,538
118,76,583
948,537,452
368,55,623
364,418,666
928,14,869
798,232,219
178,625,735
756,77,859
139,195,357
490,571,200
965,335,668
892,13,298
780,395,769
152,818,477
440,5,12
539,424,573
390,465,971
589,825,33
440,807,591
910,275,245
427,439,907
566,1,370
566,804,689
343,546,236
77,119,322
426,161,858
896,874,816
893,256,417
156,46,170
303,94,549
960,134,685
941,537,992
546,242,330
183,961,425
853,7,281
415,589,996
308,377,837
47,75,563
986,511,482
213,689,508
74,23,754
271,628,208
77,488,625
603,558,886
372,838,95
57,424,25
677,665,207
324,813,200
113,338,514
427,314,357
512,369,479
415,471,518
398,439,543
250,588,432
710,287,756
574,426,972
15,760,809
615,88,229
838,258,353
43,220,898
165,294,794
62,351,139
118,211,932
587,620,732
926,356,528
957,785,588
23,49,969
509,739,42
757,493,207
226,749,737
969,159,865
153,497,65
513,806,108
694,629,302
301,975,318
136,911,219
108,767,223
637,654,205
430,939,39
253,790,293
527,847,634
488,656,325
317,177,83
38,117,396
461,63,506
542,514,144
497,182,630
386,937,924
469,575,690
49,223,609
200,270,255
177,82,15
824,777,168
711,201,755
545,698,155
172,195,171
913,332,648
704,948,666
361,388,375
35,689,273
527,496,191
43,253,969
894,106,849
177,230,668
221,278,273
358,908,796
358,451,239
337,383,181
78,66,799
945,299,641
752,300,167
805,486,148
755,274,384
247,22,430
957,205,636
550,436,161
137,944,649
476,59,321
943,726,134
101,838,162
449,913,962
875,766,450
12,464,714
425,974,12
163,84,309
959,859,914
104,705,589
421,690,739
278,70,944
805,168,291
142,274,834
284,96,600
701,945,304
194,37,934
429,211,453
121,472,301
992,642,98
483,849,123
87,68,245
763,40,401
203,858,285
97,100,781
498,545,664
909,362,558
20,443,780
602,712,47
867,730,589
746,471,751
390,893,123
466,578,622
198,964,359
510,497,375
664,805,422
507,118,577
164,234,487
665,579,750
159,966,911
478,169,339
130,360,207
589,521,868
243,997,280
458,752,756
762,690,845
523,5,946
878,873,319
476,696,229
368,133,28
457,845,715
46,367,805
560,890,256
704,891,342
256,636,744
645,312,166
496,680,754
156,78,45
826,944,602
97,91,134
846,982,450
498,290,842
357,191,45
206,636,845
191,128,431
161,854,818
919,373,940
114,866,250
695,449,293
395,146,44
282,477,816
597,723,614
30,524,140
884,772,454
240,841,4
753,729,64
406,676,835
462,929,248
720,573,152
66,828,205
701,299,211
38,849,411
693,274,957
38,828,489
825,752,296
407,196,295
923,993,456
557,837,883
367,782,214
133,448,742
622,828,458
637,69,204
845,719,15
264,698,493
343,677,614
225,719,734
487,737,745
254,936,681
19,431,121
279,418,691
288,550,716
333,487,971
951,601,766
170,738,319
588,764,383
546,6,316
409,415,501
137,714,497
897,856,466
412,527,650
870,781,295
260,812,613
692,957,702
125,921,836
513,259,9
873,504,90
695,978,934
235,671,162
519,610,954
601,770,596
972,555,138
678,751,460
881,576,319
63,948,901
607,215,628
721,804,433
206,359,271
839,697,395
806,778,798
343,129,987
111,361,398
906,959,158
684,267,727
98,742,365
37,81,803
680,158,674
139,101,227
169,262,711
902,775,528
20,291,845
493,537,686
844,763,799
382,301,549
100,447,611
635,602,605
62,421,929
796,961,908
281,79,579
189,538,869
495,725,842
953,477,99
608,327,683
298,287,178
331,157,452
745,688,967
622,385,643
149,75,378
607,842,699
919,933,944
195,157,548
704,800,183
460,370,439
339,989,789
935,291,143
713,886,414
670,286,804
380,700,791
827,779,528
350,673,552
43,871,771
935,116,836
679,818,753
192,91,639
550,406,733
219,925,960
394,930,206
781,463,168
555,736,442
42,693,217
779,735,210
861,765,787
454,99,863
32,874,759
194,741,66
247,600,89
22,847,548
219,358,726
915,828,922
557,18,44
713,646,20
670,742,777
231,290,566
390,806,492
713,705,287
751,262,300
211,953,171
793,987,108
662,150,618
586,973,245
791,741,362
884,292,488
808,749,998
489,303,243
410,218,749
32,670,681
323,101,502
566,182,302
262,157,409
310,498,717
23,49,715
404,988,305
332,747,531
299,54,300
785,962,360
95,783,106
489,764,969
699,170,807
348,793,207
179,260,52
887,887,849
266,515,980
732,555,919
525,503,784
778,367,502
717,36,373
753,311,783
803,936,949
502,276,954
88,835,10
113,832,692
307,749,314
602,256,286
848,277,156
308,787,354
257,420,132
130,314,220
290,156,396
211,514,929
849,82,601
192,750,67
70,425,711
840,98,755
622,46,114
787,824,401
938,348,913
657,585,128
727,350,575
36,478,272
361,499,176
297,176,786
747,359,262
276,889,980
462,172,831
836,825,22
311,691,36
533,191,96
8,832,925
905,18,836
652,882,412
235,845,511
408,233,772
161,714,555
902,291,320
480,440,653
599,882,403
711,865,446
638,121,557
898,7,136
952,869,394
312,697,924
361,471,583
4,36,119
576,461,735
783,966,220
659,632,784
701,72,474
336,25,333
352,761,964
19,685,444
430,942,353
92,226,326
554,824,732
49,617,894
354,32,479
53,183,733
991,45,538
674,890,967
457,490,649
902,952,526
531,677,727
131,247,269
715,435,325
548,783,194
24,643,868
232,740,11
977,116,229
581,370,302
636,464,936
987,397,312
499,647,845
99,192,176
941,801,239
392,924,509
26,643,656
622,102,384
525,238,299
767,850,781
550,745,772
969,235,174
89,967,577
72,983,665
666,894,455
388,415,821
310,982,5
9,352,763
687,118,615
730,6,662
445,808,958
854,802,320
645,428,884
27,547,879
33,80,290
882,527,132
855,13,405
182,863,128
708,78,719
41,771,787
942,987,276
47,413,184
760,74,272
312,6,1
117,468,303
214,928,817
192,419,848
775,383,626
376,880,986
544,983,999
36,781,914
813,780,140
687,190,39
491,280,501
865,219,538
267,580,29
627,649,744
526,673,185
675,143,97
7,785,139
434,154,277
662,829,567
774,323,354
199,733,525
795,766,24
595,180,433
937,764,830
831,378,607
460,249,983
696,638,585
65,993,810
12,842,937
964,630,833
505,460,821
133,767,443
716,660,331
77,545,364
901,398,769
619,901,75
429,142,231
977,468,769
723,541,501
95,608,917
441,98,245
457,23,571
719,850,626
148,800,459
815,333,695
564,841,442
591,516,67
794,374,782
16,718,586
209,461,683
39,847,516
310,948,135
160,660,643
618,880,907
179,346,60
288,24,946
559,757,960
418,37,503
8,220,760
662,866,961
885,955,71
560,974,932
922,95,315
516,348,686
882,783,414
581,951,38
445,20,728
302,938,39
310,901,811
688,839,998
763,593,484
600,207,875
328,337,175
406,606,297
385,34,904
622,816,819
407,704,556
424,803,362
796,571,489
875,563,399
469,361,786
925,947,685
964,852,22
771,515,364
278,980,85
369,74,226
850,582,171
902,643,226
453,207,577
386,386,272
94,197,694
700,815,715
82,906,531
728,762,937
422,491,74
609,300,384
917,990,816
243,576,944
663,749,247
238,596,154
656,969,777
416,136,883
360,397,463
443,195,996
45,743,959
434,42,596
219,415,382
702,141,598
161,729,649
920,457,318
761,960,237
508,556,474
914,312,121
111,565,600
502,347,353
785,331,571
271,119,608
661,44,928
924,528,282
962,596,57
904,706,827
816,279,812
413,314,733
550,897,934
605,670,607
418,599,752
241,789,541
10,833,703
535,243,942
372,718,868
818,417,577
977,600,28
554,54,441
144,995,243
849,818,863
144,789,556
378,26,600
616,312,135
380,359,545
785,169,546
832,863,390
829,985,965
119,570,711
979,629,501
537,426,808
990,972,744
996,313,372
577,314,918
52,77,61
592,131,100
931,824,87
409,70,529
122,800,826
66,702,961
955,413,926
561,267,756
580,48,779
305,616,963
256,616,895
864,35,336
219,917,89
204,296,379
304,697,834
798,65,885
244,867,807
720,737,694
126,462,334
350,226,157
451,426,567
193,991,987
462,113,806
705,457,504
296,990,30
916,474,461
631,956,21
253,793,86
875,977,787
875,343,996
621,837,68
653,392,426
86,904,118
838,679,417
239,91,929
301,108,897
480,592,501
910,491,485
633,796,160
879,818,498
866,182,741
876,844,147
523,664,276
547,775,87
43,956,609
72,931,129
936,128,612
99,197,288
161,827,446
10,227,857
993,300,868
177,904,776
607,256,441
790,309,350
855,818,925
293,757,724
731,682,373
584,699,571
795,546,248
196,861,9
572,392,83
960,357,383
17,174,62
128,362,974
209,663,782
539,181,887
921,817,290
699,663,145
58,137,868
14,574,93
252,33,261
217,883,460
231,510,752
668,871,288
664,129,60
42,191,901
412,448,52
989,360,464
420,658,577
633,661,612
985,479,109
428,442,922
190,932,49
334,263,119
274,444,602
566,60,694
663,918,210
780,566,895
486,525,404
145,628,899
381,477,393
376,800,221
432,817,613
489,977,159
701,815,41
578,445,335
589,477,736
698,366,902
367,529,244
847,381,898
581,487,791
892,399,693
719,655,974
904,46,496
316,326,834
859,860,449
641,113,848
280,179,305
518,149,902
614,105,421
143,337,388
348,576,116
37,513,93
860,370,405
668,607,555
768,723,851
302,691,154
114,444,489
416,128,410
395,487,519
233,80,276
12,657,205
52,283,940
518,718,568
272,94,221
485,269,509
355,211,269
906,745,594
479,849,701
673,820,641
285,27,483
611,256,658
323,93,967
700,333,390
963,216,343
548,372,981
675,777,164
236,233,837
767,333,846
998,653,447
39,533,183
845,691,632
585,369,407
519,387,331
611,177,41
347,101,94
199,93,378
137,848,555
622,817,35
96,942,986
592,883,873
115,510,760
621,665,396
785,327,986
81,545,86
53,910,768
824,685,272
892,399,693
723,743,814
923,119,490
249,454,789
887,90,657
460,166,402
856,561,619
26,994,459
588,251,406
262,749,181
549,298,836
473,622,284
678,361,62
301,595,281
892,693,724
966,635,874
120,659,63
828,238,198
741,434,667
366,746,629
207,475,547
685,726,672
378,148,782
52,720,430
702,992,587
183,640,386
791,401,295
894,379,883
430,804,677
176,579,846
40,906,61
433,65,127
689,639,501
919,210,794
254,222,29
553,333,723
337,873,446
181,902,617
788,151,174
754,367,208
82,809,171
306,495,530
192,203,674
983,466,647
722,769,60
227,362,334
790,120,866
481,965,218
571,461,904
34,522,774
841,869,918
142,889,352
193,599,712
690,461,356
499,694,202
23,906,894
864,356,914
623,204,592
876,601,581
681,997,153
847,232,682
322,674,28
656,197,523
699,839,21
973,841,95
917,255,502
828,346,587
752,732,472
562,384,396
414,352,448
997,126,679
192,495,950
794,460,18
321,676,453
608,284,801
975,269,561
998,200,98
867,148,534
682,239,713
416,483,531
679,307,19
623,204,592
931,552,200
21,309,166
955,883,638
383,128,632
613,804,13
570,995,604
656,22,672
220,836,454
227,735,744
40,601,959
293,720,469
209,351,387
353,253,132
117,241,459
894,80,355
644,737,309
276,554,303
276,335,92
888,274,372
726,762,785
574,786,270
324,674,142
516,408,634
155,255,790
639,190,799
75,490,462
301,41,363
330,302,331
481,400,612
16,478,683
434,357,130
162,876,602
937,687,384
242,340,551
708,647,941
632,387,455
420,528,518
819,347,559
716,63,493
632,672,528
741,458,797
617,917,184
546,44,584
273,477,167
521,914,877
397,572,707
571,446,599
37,798,356
317,516,336
394,718,257
674,513,441
939,252,173
816,24,660
619,266,18
87,652,110
359,724,86
713,891,170
711,692,350
133,272,378
257,386,399
830,859,835
220,746,281
780,891,383
222,279,218
459,652,181
804,503,319
792,71,675
190,230,38
938,681,758
366,382,272
156,990,197
878,522,355
279,747,877
271,540,232
613,213,891
943,976,990
283,367,183
945,12,133
688,818,440
864,458,73
682,696,965
480,320,199
943,890,614
505,588,923
837,4,848
286,886,819
582,937,647
115,794,743
509,327,422
241,75,770
617,145,477
998,696,301
631,655,13
967,43,371
550,530,432
985,566,751
531,43,19
532,136,198
659,209,275
371,181,815
56,486,689
371,879,893
775,233,789
933,301,119
249,343,98
644,297,567
192,287,303
375,806,301
25,441,413
337,157,967
773,349,737
869,703,156
923,556,906
930,111,795
712,727,858
625,181,940
869,95,399
997,421,536
115,980,380
38,505,473
867,18,228
109,932,557
124,823,924
454,386,310
676,362,449
301,848,782
3,545,633
784,116,647
506,266,362
325,940,237
116,157,610
454,464,122
705,77,768
439,346,145
261,969,869
422,16,681
259,29,422
667,94,708
445,60,142
785,306,766
284,674,691
434,647,712
298,554,624
554,909,581
59,816,401
212,918,470
326,306,273
293,615,985
572,357,405
80,554,139
865,321,599
36,230,196
878,557,834
970,996,150
357,907,611
501,663,656
369,591,221
136,87,486
22,510,664
704,145,101
792,63,997
283,392,24
944,843,471
348,502,322
493,699,158
239,783,371
865,548,711
996,681,994
344,608,185
115,61,18
78,865,467
970,190,16
139,807,566
428,280,835
366,964,800
702,247,972
423,70,730
481,707,293
146,169,872
902,780,123
964,655,932
650,991,57
239,525,567
741,518,370
14,654,801
779,305,313
569,378,662
155,61,693
93,128,353
94,988,139
155,345,489
573,422,881
960,502,77
676,350,269
865,468,346
815,722,377
971,168,838
885,989,545
131,800,238
304,17,234
965,794,248
451,65,92
285,806,817
83,272,76
433,809,409
243,40,435
802,7,515
256,557,424
844,539,46
640,839,308
688,424,832
411,651,21
100,545,318
576,608,966
169,565,97
167,480,450
643,600,638
804,694,676
501,975,474
656,55,154
459,740,114
379,903,518
714,451,118
678,957,637
194,136,520
806,433,675
496,772,127
370,361,557
556,192,256
749,698,794
65,922,793
514,698,245
811,257,288
985,869,982
472,171,514
670,950,789
800,638,642
824,104,586
708,482,882
610,456,466
227,422,805
66,370,541
381,964,354
592,212,310
114,466,369
816,211,133
844,758,679
272,51,203
946,318,638
873,652,496
858,50,421
659,643,507
994,996,118
459,683,714
737,12,307
23,174,116
121,448,161
58,98,796
859,225,366
308,882,287
282,985,59
842,466,750
817,47,397
411,509,735
289,244,716
553,56,617
